{'participant':	u'12345'		'response_buttons':	u'DC'		'range_in_instr':	True		'dateStr':	u'05_09_1428'		'autopilot':	False		'exp_id':	u'SNARC'}
12345	SNARC	dot	DC	up	20	num_separator	0.4018230438									
12345	SNARC	dot	DC	down	35	lctrl	0.4958920479									
12345	SNARC	dot	DC	up	15	num_separator	0.3952879906									
12345	SNARC	dot	DC	up	35	num_separator	0.4653229713									
12345	SNARC	dot	DC	down	30	lctrl	0.5052239895									
12345	SNARC	dot	DC	up	45	num_separator	0.4466629028									
12345	SNARC	dot	DC	down	45	lctrl	0.4469490051									
12345	SNARC	dot	DC	up	5	num_separator	0.4817230701									
12345	SNARC	dot	DC	down	20	lctrl	0.4574558735									
12345	SNARC	dot	DC	down	25	lctrl	0.5310361385									
12345	SNARC	dot	DC	down	40	lctrl	0.6532440186									
12345	SNARC	dot	DC	up	35	num_separator	0.4652280808									
12345	SNARC	dot	DC	down	40	lctrl	0.4655430317									
12345	SNARC	dot	DC	up	5	lctrl	0.5171010494									
12345	SNARC	dot	DC	up	35	num_separator	0.4586429596									
12345	SNARC	dot	DC	down	15	lctrl	0.7414169312									
12345	SNARC	dot	DC	down	20	lctrl	0.3929011822									
12345	SNARC	dot	DC	up	35	num_separator	0.3733839989									
12345	SNARC	dot	DC	up	5	num_separator	0.467402935									
12345	SNARC	dot	DC	down	5	lctrl	0.4794900417									
12345	SNARC	dot	DC	down	20	lctrl	0.3629288673									
12345	SNARC	dot	DC	down	40	lctrl	0.3412101269									
12345	SNARC	dot	DC	up	15	num_separator	0.4717969894									
12345	SNARC	dot	DC	down	40	lctrl	0.3821589947									
12345	SNARC	dot	DC	up	35	num_separator	0.5034768581									
12345	SNARC	dot	DC	up	35	num_separator	0.5458388329									
12345	SNARC	dot	DC	up	30	num_separator	0.4902629852									
12345	SNARC	dot	DC	up	10	num_separator	0.4015350342									
12345	SNARC	dot	DC	up	35	num_separator	0.4993810654									
12345	SNARC	dot	DC	down	20	lctrl	0.6299269199									
12345	SNARC	dot	DC	up	25	num_separator	0.9303441048									
12345	SNARC	dot	DC	up	25	num_separator	0.4600598812									
12345	SNARC	dot	DC	up	25	num_separator	0.3830201626									
12345	SNARC	dot	DC	up	10	num_separator	0.3228690624									
12345	SNARC	dot	DC	down	25	lctrl	0.6531150341									
12345	SNARC	dot	DC	up	40	num_separator	0.4642798901									
12345	SNARC	dot	DC	down	40	lctrl	0.3486549854									
12345	SNARC	dot	DC	up	25	num_separator	0.4287240505									
12345	SNARC	dot	DC	down	45	lctrl	0.4911530018									
12345	SNARC	dot	DC	up	15	num_separator	0.6344239712									
12345	SNARC	dot	DC	up	30	num_separator	0.6130230427									
12345	SNARC	dot	DC	up	10	num_separator	0.4334640503									
12345	SNARC	dot	DC	down	45	lctrl	0.4573228359									
12345	SNARC	dot	DC	up	35	num_separator	0.429817915									
12345	SNARC	dot	DC	up	30	num_separator	0.388931036									
12345	SNARC	dot	DC	down	15	lctrl	0.3944990635									
12345	SNARC	dot	DC	up	35	num_separator	0.425617218									
12345	SNARC	dot	DC	up	45	num_separator	0.4117591381									
12345	SNARC	dot	DC	down	30	lctrl	0.4204719067									
12345	SNARC	dot	DC	up	45	num_separator	0.4560911655									
12345	SNARC	dot	DC	down	10	lctrl	1.2146670818									
12345	SNARC	dot	DC	up	45	num_separator	0.372823									
12345	SNARC	dot	DC	down	25	lctrl	0.5446219444									
12345	'line'		'participant':	'zsofi'		'dateStr':	'05_09_1408'									
12345	SNARC	empty	DC	up	0	num_separator	1.1423368454									
12345	SNARC	empty	DC	down	0	lctrl	0.3678770065									
12345	SNARC	empty	DC	down	0	lctrl	1.0657858849									
12345	SNARC	empty	DC	down	0	lctrl	0.4896969795									
12345	SNARC	empty	DC	up	0	num_separator	0.3352639675									
12345	SNARC	empty	DC	down	0	lctrl	0.3725059032									
12345	SNARC	empty	DC	down	0	lctrl	0.4131038189									
12345	SNARC	empty	DC	up	0	lctrl	0.5224890709									
12345	SNARC	empty	DC	up	0	num_separator	0.4489378929									
12345	SNARC	empty	DC	down	0	lctrl	0.3940250874									
12345	SNARC	empty	DC	up	0	num_separator	0.4497580528									
12345	SNARC	empty	DC	up	0	num_separator	0.4467511177									
12345	SNARC	empty	DC	up	0	num_separator	0.5209629536									
12345	SNARC	empty	DC	down	0	lctrl	0.5247941017									
12345	SNARC	empty	DC	up	0	num_separator	0.5669572353									
12345	SNARC	empty	DC	down	0	lctrl	0.8329408169									
12345	SNARC	empty	DC	down	0	lctrl	1.0333299637									
12345	SNARC	empty	DC	up	0	num_separator	0.364659071									
12345	SNARC	empty	DC	up	0	num_separator	0.4053688049									
12345	SNARC	empty	DC	down	0	lctrl	0.4492769241									
12345	SNARC	empty	DC	down	0	lctrl	0.4848871231									
12345	SNARC	empty	DC	down	0	lctrl	0.3691220284									
12345	SNARC	empty	DC	up	0	lctrl	0.366394043									
12345	SNARC	empty	DC	up	0	num_separator	0.4070949554									
12345	SNARC	empty	DC	up	0	num_separator	0.3737671375									
12345	SNARC	empty	DC	down	0	lctrl	0.4144330025									
12345	SNARC	empty	DC	up	0	num_separator	0.6399199963									
12345	SNARC	empty	DC	down	0	lctrl	0.5129058361									
12345	SNARC	empty	DC	up	0	num_separator	0.4895720482									
12345	SNARC	empty	DC	down	0	lctrl	0.2966570854									
12345	SNARC	empty	DC	up	0	num_separator	0.4077079296									
12345	SNARC	empty	DC	down	0	lctrl	0.2969868183									
12345	SNARC	empty	DC	down	0	lctrl	0.3694710732									
12345	SNARC	empty	DC	up	0	num_separator	0.410173893									
12345	SNARC	empty	DC	up	0	num_separator	0.4037020206									
12345	SNARC	empty	DC	up	0	num_separator	0.3317430019									
12345	SNARC	empty	DC	up	0	num_separator	0.3303501606									
12345	SNARC	empty	DC	down	0	lctrl	0.4835391045									
12345	SNARC	empty	DC	down	0	lctrl	0.3677611351									
12345	SNARC	empty	DC	down	0	lctrl	0.4084608555									
12345	'line'		'participant':	'zsofi'		'dateStr':	'05_09_1410'									
12345	SNARC	arabic	CD	down	9	num_separator	1.3176221848									
12345	SNARC	arabic	CD	down	5	num_separator	0.5731549263									
12345	SNARC	arabic	CD	down	3	num_separator	0.4028420448									
12345	SNARC	arabic	CD	up	6	lctrl	0.5510752201									
12345	SNARC	arabic	CD	down	8	num_separator	0.5194880962									
12345	SNARC	arabic	CD	up	6	lctrl	1.0527899265									
12345	SNARC	arabic	CD	up	8	num_separator	0.5926110744									
12345	SNARC	arabic	CD	up	3	lctrl	0.6291530132									
12345	SNARC	arabic	CD	up	6	lctrl	0.4386589527									
12345	SNARC	arabic	CD	down	4	num_separator	0.7063450813									
12345	SNARC	arabic	CD	down	7	num_separator	0.5487580299									
12345	SNARC	arabic	CD	down	1	num_separator	0.6718230248									
12345	SNARC	arabic	CD	down	2	num_separator	0.5108850002									
12345	SNARC	arabic	CD	down	3	num_separator	0.4759531021									
12345	SNARC	arabic	CD	up	5	lctrl	0.8243300915									
12345	SNARC	arabic	CD	up	7	lctrl	0.5491478443									
12345	SNARC	arabic	CD	up	2	lctrl	0.7493550777									
12345	SNARC	arabic	CD	down	1	num_separator	0.6724030972									
12345	SNARC	arabic	CD	down	5	num_separator	0.472730875									
12345	SNARC	arabic	CD	down	9	num_separator	0.4343810081									
12345	SNARC	arabic	CD	up	2	lctrl	0.7020461559									
12345	SNARC	arabic	CD	up	3	lctrl	0.4788060188									
12345	SNARC	arabic	CD	up	6	lctrl	0.4791789055									
12345	SNARC	arabic	CD	down	5	num_separator	0.7114708424									
12345	SNARC	arabic	CD	down	7	num_separator	0.5152981281									
12345	SNARC	arabic	CD	up	5	lctrl	0.8923761845									
12345	SNARC	arabic	CD	down	6	num_separator	1.1382231712									
12345	SNARC	arabic	CD	down	3	num_separator	0.5957481861									
12345	SNARC	arabic	CD	up	6	lctrl	0.5943610668									
12345	SNARC	arabic	CD	down	1	num_separator	0.9023621082									
12345	SNARC	arabic	CD	down	2	num_separator	0.7498519421									
12345	SNARC	arabic	CD	up	7	lctrl	0.6729040146									
12345	SNARC	arabic	CD	up	7	lctrl	0.5119230747									
12345	SNARC	arabic	CD	down	7	num_separator	0.6315779686									
12345	SNARC	arabic	CD	up	4	lctrl	0.6337320805									
12345	SNARC	arabic	CD	up	5	lctrl	0.8289959431									
12345	SNARC	arabic	CD	up	1	lctrl	0.6308910847									
12345	SNARC	arabic	CD	up	3	lctrl	0.4396371841									
12345	SNARC	arabic	CD	up	4	lctrl	0.5138971806									
12345	SNARC	arabic	CD	up	8	lctrl	0.4015479088									
12345	SNARC	arabic	CD	up	7	lctrl	0.3905229568									
12345	SNARC	arabic	CD	up	3	lctrl	0.3959298134									
12345	SNARC	arabic	CD	down	6	num_separator	0.5557971001									
12345	SNARC	arabic	CD	down	3	num_separator	0.5124430656									
12345	SNARC	arabic	CD	up	5	lctrl	0.6708290577									
12345	SNARC	arabic	CD	down	9	num_separator	0.5353229046									
12345	SNARC	arabic	CD	up	2	num_separator	0.5929200649									
12345	SNARC	arabic	CD	down	1	lctrl	0.5011050701									
12345	SNARC	arabic	CD	up	6	lctrl	0.5165479183									
12345	SNARC	arabic	CD	down	2	num_separator	1.3978521824									
12345	SNARC	arabic	CD	down	8	num_separator	0.4032559395									
12345	SNARC	arabic	CD	up	1	lctrl	0.59010005									
12345	SNARC	arabic	CD	down	2	num_separator	0.4341938496									
12345	SNARC	arabic	CD	up	8	lctrl	0.3537659645									
12345	SNARC	arabic	CD	down	3	num_separator	0.9357638359									
12345	SNARC	arabic	CD	up	5	lctrl	0.7866559029									
12345	SNARC	arabic	CD	down	4	num_separator	0.6357340813									
12345	SNARC	arabic	CD	down	9	num_separator	0.7807099819									
12345	SNARC	arabic	CD	down	1	num_separator	0.5911989212									
12345	SNARC	arabic	CD	down	5	num_separator	0.4352359772									
12345	SNARC	arabic	CD	down	7	num_separator	0.4708480835									
12345	SNARC	arabic	CD	up	4	lctrl	0.5485210419									
12345	SNARC	arabic	CD	up	9	num_separator	0.9421930313									
12345	SNARC	arabic	CD	up	5	lctrl	2.405315876									
12345	SNARC	arabic	CD	down	7	num_separator	0.8241930008									
12345	SNARC	arabic	CD	down	1	num_separator	0.6262309551									
12345	SNARC	arabic	CD	down	3	num_separator	0.5510189533									
12345	SNARC	arabic	CD	down	2	num_separator	0.4421479702									
12345	SNARC	arabic	CD	down	4	num_separator	0.4778389931									
12345	SNARC	arabic	CD	up	1	lctrl	0.5167660713									
12345	SNARC	arabic	CD	down	1	num_separator	0.5086958408									
12345	SNARC	arabic	CD	down	5	num_separator	0.3963878155									
12345	SNARC	arabic	CD	down	1	num_separator	0.4273099899									
12345	SNARC	arabic	CD	up	8	lctrl	0.39727211									
12345	SNARC	arabic	CD	down	7	num_separator	0.4800269604									
12345	SNARC	arabic	CD	up	3	lctrl	1.5630710125									
12345	SNARC	arabic	CD	up	8	lctrl	0.4423470497									
12345	SNARC	arabic	CD	up	1	lctrl	0.5166680813									
12345	SNARC	arabic	CD	down	1	num_separator	0.5085260868									
12345	SNARC	arabic	CD	down	5	num_separator	0.4348831177									
12345	SNARC	arabic	CD	up	2	lctrl	0.5092020035									
12345	SNARC	arabic	CD	up	3	lctrl	0.4309670925									
12345	SNARC	arabic	CD	up	1	lctrl	0.5943388939									
12345	SNARC	arabic	CD	up	6	lctrl	0.4382798672									
12345	SNARC	arabic	CD	up	9	lctrl	0.3965940475									
12345	SNARC	arabic	CD	down	9	num_separator	0.5952670574									
12345	SNARC	arabic	CD	up	7	lctrl	0.4006900787									
12345	SNARC	arabic	CD	up	6	lctrl	0.5103771687									
12345	SNARC	arabic	CD	down	1	num_separator	0.5525591373									
12345	SNARC	arabic	CD	down	9	lctrl	0.8185610771									
12345	SNARC	arabic	CD	down	2	num_separator	0.7483429909									
12345	SNARC	arabic	CD	down	3	num_separator	0.6714971066									
12345	SNARC	arabic	CD	down	4	num_separator	0.5491728783									
12345	SNARC	arabic	CD	down	1	num_separator	0.4788849354									
12345	SNARC	arabic	CD	down	2	num_separator	0.4405920506									
12345	SNARC	arabic	CD	down	6	num_separator	0.4376161098									
12345	SNARC	arabic	CD	down	2	num_separator	0.4732239246									
12345	SNARC	arabic	CD	down	8	num_separator	0.3962271214									
12345	SNARC	arabic	CD	up	5	lctrl	0.4788961411									
12345	SNARC	arabic	CD	down	5	lctrl	0.3631119728									
12345	SNARC	arabic	CD	down	4	num_separator	0.6357729435									
12345	SNARC	arabic	CD	up	3	lctrl	0.4713549614									
12345	SNARC	arabic	CD	down	8	num_separator	0.5489649773									
12345	SNARC	arabic	CD	down	4	num_separator	0.5173261166									
12345	SNARC	arabic	CD	down	8	num_separator	0.548030138									
12345	SNARC	arabic	CD	down	4	num_separator	0.4259550571									
12345	SNARC	arabic	CD	up	5	lctrl	0.5893290043									
12345	SNARC	arabic	CD	up	7	lctrl	0.4673008919									
12345	SNARC	arabic	CD	down	6	num_separator	0.5049109459									
12345	SNARC	arabic	CD	up	1	lctrl	0.7019400597									
12345	SNARC	arabic	CD	down	1	num_separator	0.4786818028									
12345	SNARC	arabic	CD	down	9	num_separator	0.5950460434									
12345	SNARC	arabic	CD	up	6	lctrl	0.9416790009									
12345	SNARC	arabic	CD	down	9	num_separator	0.6647899151									
12345	SNARC	arabic	CD	down	7	num_separator	0.5927960873									
12345	SNARC	arabic	CD	down	6	num_separator	0.4367570877									
12345	SNARC	arabic	CD	down	8	num_separator	0.3951010704									
12345	SNARC	arabic	CD	up	2	lctrl	0.4777419567									
12345	SNARC	arabic	CD	up	4	lctrl	0.5553798676									
12345	SNARC	arabic	CD	down	8	num_separator	0.5893449783									
12345	SNARC	arabic	CD	up	4	lctrl	0.8199281693									
12345	SNARC	arabic	CD	down	5	num_separator	0.4016780853									
12345	SNARC	arabic	CD	down	1	num_separator	0.4726569653									
12345	SNARC	arabic	CD	up	8	lctrl	0.5843338966									
12345	SNARC	arabic	CD	up	3	lctrl	0.4013149738									
12345	SNARC	arabic	CD	down	7	num_separator	0.5063149929									
12345	SNARC	arabic	CD	down	2	num_separator	0.3939929008									
12345	SNARC	arabic	CD	down	8	num_separator	0.3993198872									
12345	SNARC	arabic	CD	up	3	lctrl	0.5089559555									
12345	SNARC	arabic	CD	up	9	num_separator	1.5179970264									
12345	SNARC	arabic	CD	down	2	num_separator	0.7418260574									
12345	SNARC	arabic	CD	down	8	num_separator	0.433027029									
12345	SNARC	arabic	CD	up	6	lctrl	0.4029910564									
12345	SNARC	arabic	CD	down	7	num_separator	0.51258111									
12345	SNARC	arabic	CD	up	8	lctrl	0.6708710194									
12345	SNARC	arabic	CD	up	2	num_separator	0.7418251038									
12345	SNARC	arabic	CD	down	8	num_separator	0.5102159977									
12345	SNARC	arabic	CD	down	4	num_separator	0.4365699291									
12345	SNARC	arabic	CD	up	8	lctrl	0.5108799934									
12345	SNARC	arabic	CD	down	9	num_separator	0.669178009									
12345	SNARC	arabic	CD	down	4	num_separator	0.558727026									
12345	SNARC	arabic	CD	down	3	num_separator	0.4766490459									
12345	SNARC	arabic	CD	down	4	num_separator	0.4382581711									
12345	SNARC	arabic	CD	up	9	lctrl	0.6285660267									
12345	SNARC	arabic	CD	up	5	num_separator	0.5788249969									
12345	SNARC	arabic	CD	down	9	lctrl	0.6279768944									
12345	SNARC	arabic	CD	up	3	lctrl	0.4365830421									
12345	SNARC	arabic	CD	down	7	num_separator	0.5109548569									
12345	SNARC	arabic	CD	down	6	num_separator	1.3266260624									
12345	SNARC	arabic	CD	up	8	lctrl	0.4412951469									
12345	SNARC	arabic	CD	up	1	lctrl	0.8975548744									
12345	SNARC	arabic	CD	up	1	lctrl	0.4356980324									
12345	SNARC	arabic	CD	down	1	num_separator	0.4712221622									
12345	SNARC	arabic	CD	up	1	lctrl	0.5488710403									
12345	SNARC	arabic	CD	up	6	num_separator	0.478605032									
12345	SNARC	arabic	CD	down	4	num_separator	0.4016129971									
12345	SNARC	arabic	CD	up	3	lctrl	0.4338409901									
12345	SNARC	arabic	CD	down	9	num_separator	0.4811589718									
12345	SNARC	arabic	CD	up	3	lctrl	0.5588920116									
12345	SNARC	arabic	CD	down	8	num_separator	0.786026001									
12345	SNARC	arabic	CD	down	4	num_separator	0.5832948685									
12345	SNARC	arabic	CD	down	9	num_separator	0.4390821457									
12345	SNARC	arabic	CD	up	2	lctrl	0.5907180309									
12345	SNARC	arabic	CD	up	5	lctrl	0.6666510105									
12345	SNARC	arabic	CD	down	9	num_separator	0.6333229542									
12345	SNARC	arabic	CD	down	5	num_separator	1.5888981819									
12345	SNARC	arabic	CD	up	4	lctrl	0.6988749504									
12345	SNARC	arabic	CD	up	6	lctrl	0.5530200005									
12345	SNARC	arabic	CD	down	5	num_separator	0.7415668964									
12345	SNARC	arabic	CD	up	2	lctrl	0.7419900894									
12345	SNARC	arabic	CD	up	5	lctrl	0.6263370514									
12345	SNARC	arabic	CD	down	4	num_separator	0.6153070927									
12345	SNARC	arabic	CD	up	3	lctrl	0.4745020866									
12345	SNARC	arabic	CD	down	2	num_separator	0.5907320976									
12345	SNARC	arabic	CD	down	6	num_separator	0.5894989967									
12345	SNARC	arabic	CD	down	5	num_separator	0.3948841095									
12345	SNARC	arabic	CD	down	1	num_separator	0.8256568909									
12345	SNARC	arabic	CD	down	7	num_separator	0.4342689514									
12345	SNARC	arabic	CD	down	8	num_separator	0.5859549046									
12345	SNARC	arabic	CD	up	4	lctrl	0.7897348404									
12345	SNARC	arabic	CD	up	6	num_separator	0.665815115									
12345	SNARC	arabic	CD	down	3	num_separator	0.8259871006									
12345	SNARC	arabic	CD	down	6	num_separator	1.0147550106									
12345	SNARC	arabic	CD	up	6	lctrl	0.6671969891									
12345	SNARC	arabic	CD	up	5	lctrl	1.40726614									
12345	SNARC	arabic	CD	down	8	num_separator	0.4781849384									
12345	SNARC	arabic	CD	up	3	lctrl	0.5170919895									
12345	SNARC	arabic	CD	up	3	lctrl	0.4702899456									
12345	SNARC	arabic	CD	up	7	lctrl	0.3886959553									
12345	SNARC	arabic	CD	up	2	lctrl	0.4326899052									
12345	SNARC	arabic	CD	down	5	num_separator	0.4367640018									
12345	SNARC	arabic	CD	up	8	lctrl	0.6225140095									
12345	SNARC	arabic	CD	down	4	num_separator	0.5858340263									
12345	SNARC	arabic	CD	down	7	num_separator	0.5190150738									
12345	SNARC	arabic	CD	down	2	num_separator	0.4723649025									
12345	SNARC	arabic	CD	down	5	num_separator	0.3952770233									
12345	SNARC	arabic	CD	down	5	num_separator	0.362046957									
12345	SNARC	arabic	CD	up	5	num_separator	0.4413619041									
12345	SNARC	arabic	CD	down	9	num_separator	0.3997280598									
12345	SNARC	arabic	CD	up	9	lctrl	1.3213398457									
12345	SNARC	arabic	CD	down	8	num_separator	0.4359338284									
12345	SNARC	arabic	CD	down	7	num_separator	0.4716038704									
12345	SNARC	arabic	CD	up	8	lctrl	0.5879421234									
12345	SNARC	arabic	CD	up	3	lctrl	0.7025799751									
12345	SNARC	arabic	CD	down	4	num_separator	0.7113859653									
12345	SNARC	arabic	CD	down	9	num_separator	0.5150780678									
12345	SNARC	arabic	CD	up	9	lctrl	0.5961670876									
12345	SNARC	arabic	CD	up	8	lctrl	1.1361889839									
12345	SNARC	arabic	CD	up	6	lctrl	0.5549659729									
12345	SNARC	arabic	CD	down	6	num_separator	0.4729180336									
12345	SNARC	arabic	CD	down	9	num_separator	0.7826581001									
12345	SNARC	arabic	CD	up	6	lctrl	0.4770610332									
12345	SNARC	arabic	CD	up	5	lctrl	0.7481918335									
12345	SNARC	arabic	CD	up	2	lctrl	0.555161953									
12345	SNARC	arabic	CD	down	2	num_separator	0.5891060829									
12345	SNARC	arabic	CD	up	7	lctrl	0.7424280643									
12345	SNARC	arabic	CD	down	2	lctrl	0.7428200245									
12345	SNARC	arabic	CD	up	5	lctrl	0.5112149715									
12345	SNARC	arabic	CD	up	7	lctrl	0.7082180977									
12345	SNARC	arabic	CD	down	9	num_separator	0.5118439198									
12345	SNARC	arabic	CD	up	1	lctrl	0.4769470692									
12345	SNARC	arabic	CD	down	5	num_separator	0.5545809269									
12345	SNARC	arabic	CD	down	4	num_separator	0.9365139008									
12345	SNARC	arabic	CD	down	7	num_separator	0.5940468311									
12345	SNARC	arabic	CD	down	2	num_separator	0.5153510571									
12345	SNARC	arabic	CD	down	2	num_separator	0.557751894									
12345	SNARC	arabic	CD	up	1	lctrl	1.7904989719									
12345	SNARC	arabic	CD	up	6	lctrl	0.5117919445									
12345	SNARC	arabic	CD	down	4	num_separator	0.6315040588									
12345	SNARC	arabic	CD	up	2	lctrl	0.6335880756									
12345	SNARC	arabic	CD	up	6	lctrl	0.5196108818									
12345	SNARC	arabic	CD	down	9	num_separator	0.532460928									
12345	SNARC	arabic	CD	down	2	num_separator	0.5513567925									
12345	SNARC	arabic	CD	down	1	num_separator	0.4810090065									
12345	SNARC	arabic	CD	up	9	lctrl	0.5586521626									
12345	SNARC	arabic	CD	down	1	num_separator	0.747248888									
12345	SNARC	arabic	CD	down	7	num_separator	0.4769968987									
12345	SNARC	arabic	CD	down	6	num_separator	0.6320519447									
12345	SNARC	arabic	CD	down	9	num_separator	0.6341080666									
12345	SNARC	arabic	CD	down	8	num_separator	0.5589210987									
12345	SNARC	arabic	CD	down	4	num_separator	0.476774931									
12345	SNARC	arabic	CD	down	4	num_separator	0.4771540165									
12345	SNARC	arabic	CD	down	5	num_separator	0.3614552021									
12345	SNARC	arabic	CD	down	4	num_separator	0.4021449089									
12345	SNARC	arabic	CD	down	1	num_separator	0.3957419395									
12345	SNARC	arabic	CD	down	8	num_separator	0.5039360523									
12345	SNARC	arabic	CD	down	2	num_separator	0.4808139801									
12345	SNARC	arabic	CD	up	3	lctrl	0.7131080627									
12345	SNARC	arabic	CD	down	7	num_separator	0.5167939663									
12345	SNARC	arabic	CD	up	7	lctrl	0.5086569786									
12345	SNARC	arabic	CD	up	7	num_separator	0.5896937847									
12345	SNARC	arabic	CD	down	7	num_separator	0.4337890148									
12345	SNARC	arabic	CD	up	4	lctrl	0.4424500465									
12345	SNARC	arabic	CD	up	7	lctrl	0.4347879887									
12345	SNARC	arabic	CD	up	9	lctrl	0.4703731537									
12345	SNARC	arabic	CD	up	8	lctrl	0.431989193									
12345	SNARC	arabic	CD	down	2	lctrl	0.3632729054									
12345	SNARC	arabic	CD	down	6	num_separator	0.4427361488									
12345	SNARC	arabic	CD	down	8	num_separator	0.4395899773									
12345	SNARC	arabic	CD	up	8	lctrl	0.547919035									
12345	SNARC	arabic	CD	up	2	lctrl	0.5936322212									
12345	SNARC	arabic	CD	up	6	lctrl	1.1722280979									
12345	SNARC	arabic	CD	down	3	num_separator	0.6330990791									
12345	SNARC	arabic	CD	up	9	num_separator	0.4031579494									
12345	SNARC	arabic	CD	down	7	num_separator	0.4741008282									
12345	SNARC	arabic	CD	up	4	lctrl	0.5904769897									
12345	SNARC	arabic	CD	up	4	lctrl	0.5505189896									
12345	SNARC	arabic	CD	up	5	lctrl	0.5574028492									
12345	SNARC	arabic	CD	up	1	lctrl	1.0167429447									
12345	SNARC	arabic	CD	down	9	num_separator	0.5531167984									
12345	SNARC	arabic	CD	up	3	lctrl	0.6644129753									
12345	SNARC	arabic	CD	up	1	lctrl	0.4377350807									
12345	SNARC	arabic	CD	down	9	num_separator	0.4733769894									
12345	SNARC	arabic	CD	up	6	num_separator	0.5766620636									
12345	SNARC	arabic	CD	down	2	num_separator	0.6127591133									
12345	SNARC	arabic	CD	up	9	lctrl	0.4720020294									
12345	SNARC	arabic	CD	up	2	lctrl	0.5108389854									
12345	SNARC	arabic	CD	up	2	lctrl	1.6358909607									
12345	SNARC	arabic	CD	down	6	num_separator	0.587501049									
12345	SNARC	arabic	CD	up	5	num_separator	0.6248879433									
12345	SNARC	arabic	CD	up	3	lctrl	0.5883738995									
12345	SNARC	arabic	CD	down	8	num_separator	0.5870509148									
12345	SNARC	arabic	CD	down	3	num_separator	0.5201849937									
12345	SNARC	arabic	CD	up	3	lctrl	0.4737160206									
12345	SNARC	arabic	CD	down	9	num_separator	0.5513739586									
12345	SNARC	arabic	CD	down	6	num_separator	0.4037249088									
12345	SNARC	arabic	CD	down	9	num_separator	0.3972759247									
12345	SNARC	arabic	CD	down	4	num_separator	0.4800159931									
12345	SNARC	arabic	CD	down	3	num_separator	0.6993288994									
12345	SNARC	arabic	CD	down	1	num_separator	0.6694078445									
12345	SNARC	arabic	CD	up	7	lctrl	0.6617591381									
12345	SNARC	arabic	CD	down	6	num_separator	0.5380930901									
12345	SNARC	arabic	CD	down	8	num_separator	0.5183241367									
12345	SNARC	arabic	CD	down	9	num_separator	0.5490269661									
12345	SNARC	arabic	CD	down	6	num_separator	0.4787290096									
12345	SNARC	arabic	CD	down	7	num_separator	0.363065958									
12345	SNARC	arabic	CD	up	3	lctrl	0.945141077									
12345	SNARC	arabic	CD	down	3	num_separator	0.7842831612									
12345	SNARC	arabic	CD	up	3	lctrl	0.5946621895									
12345	SNARC	arabic	CD	up	7	lctrl	0.7092988491									
12345	SNARC	arabic	CD	down	5	num_separator	0.4743349552									
12345	SNARC	arabic	CD	down	4	num_separator	0.513406992									
12345	SNARC	arabic	CD	up	2	lctrl	0.5171639919									
12345	SNARC	arabic	CD	down	4	num_separator	0.5866611004									
12345	SNARC	arabic	CD	up	6	lctrl	0.5404560566									
12345	SNARC	arabic	CD	down	5	lctrl	0.6248340607									
12345	SNARC	arabic	CD	down	2	num_separator	0.6997299194									
12345	SNARC	arabic	CD	up	1	lctrl	0.6311869621									
12345	SNARC	arabic	CD	down	5	num_separator	0.5944941044									
12345	SNARC	arabic	CD	up	2	lctrl	0.5932128429									
12345	SNARC	arabic	CD	up	8	lctrl	0.7852048874									
12345	SNARC	arabic	CD	down	9	lctrl	1.639797926									
12345	SNARC	arabic	CD	down	4	num_separator	0.5139639378									
12345	SNARC	arabic	CD	up	3	lctrl	0.6723930836									
12345	SNARC	arabic	CD	up	8	lctrl	1.4007840157									
12345	SNARC	arabic	CD	up	7	lctrl	0.8195409775									
12345	SNARC	arabic	CD	up	7	lctrl	0.517334938									
12345	SNARC	arabic	CD	down	7	num_separator	0.663918972									
12345	SNARC	arabic	CD	down	2	lctrl	0.824007988									
12345	SNARC	arabic	CD	up	5	lctrl	0.9353702068									
12345	SNARC	arabic	CD	down	1	num_separator	0.5155360699									
12345	SNARC	arabic	CD	down	4	num_separator	0.5579109192									
12345	SNARC	arabic	CD	down	2	num_separator	0.6305239201									
12345	SNARC	arabic	CD	down	5	num_separator	0.6327121258									
12345	SNARC	arabic	CD	up	8	lctrl	0.6347618103									
12345	SNARC	arabic	CD	down	6	num_separator	0.4317321777									
12345	SNARC	arabic	CD	down	4	num_separator	0.5047230721									
12345	SNARC	arabic	CD	up	1	lctrl	0.5202069283									
12345	SNARC	arabic	CD	up	1	lctrl	0.546159029									
12345	SNARC	arabic	CD	down	9	num_separator	0.7466759682									
12345	SNARC	arabic	CD	down	4	num_separator	0.5924160481									
12345	SNARC	arabic	CD	up	6	lctrl	0.5524129868									
12345	SNARC	arabic	CD	down	6	num_separator	0.8957440853									
12345	SNARC	arabic	CD	down	3	num_separator	0.4725601673									
12345	SNARC	arabic	CD	down	8	num_separator	0.4342131615									
12345	SNARC	arabic	CD	up	5	lctrl	0.5471251011									
12345	SNARC	arabic	CD	down	1	num_separator	0.5542349815									
12345	SNARC	arabic	CD	up	5	lctrl	0.6268069744									
12345	SNARC	arabic	CD	up	9	lctrl	0.8609881401									
12345	SNARC	arabic	CD	down	1	lctrl	0.4342651367									
12345	SNARC	arabic	CD	down	9	num_separator	0.6245779991									
12345	SNARC	arabic	CD	up	2	lctrl	0.5493409634									
12345	SNARC	arabic	CD	down	7	num_separator	1.0204138756									
